Admin1Name,PeriodStartDate,PeriodEndDate,CountValue
KENTUCKY,5/4/1952,5/10/1952,430
KENTUCKY,5/11/1952,5/17/1952,570
KENTUCKY,5/18/1952,5/24/1952,599
KENTUCKY,5/25/1952,5/31/1952,195
KENTUCKY,6/8/1952,6/14/1952,96
KENTUCKY,6/15/1952,6/21/1952,99
KENTUCKY,6/22/1952,6/28/1952,125
KENTUCKY,6/29/1952,7/5/1952,35
KENTUCKY,7/6/1952,7/12/1952,58
KENTUCKY,7/13/1952,7/19/1952,9
KENTUCKY,7/20/1952,7/26/1952,23
KENTUCKY,7/27/1952,8/2/1952,2
KENTUCKY,8/3/1952,8/9/1952,15
KENTUCKY,8/10/1952,8/16/1952,2
KENTUCKY,8/17/1952,8/23/1952,49
KENTUCKY,8/24/1952,8/30/1952,8
KENTUCKY,8/31/1952,9/6/1952,5
KENTUCKY,9/7/1952,9/13/1952,4
KENTUCKY,9/14/1952,9/20/1952,3
KENTUCKY,9/21/1952,9/27/1952,2
KENTUCKY,10/5/1952,10/11/1952,4
KENTUCKY,10/12/1952,10/18/1952,3
KENTUCKY,10/19/1952,10/25/1952,8
KENTUCKY,10/26/1952,11/1/1952,36
KENTUCKY,11/9/1952,11/15/1952,13
KENTUCKY,11/16/1952,11/22/1952,16
KENTUCKY,11/23/1952,11/29/1952,6
KENTUCKY,11/30/1952,12/6/1952,6
KENTUCKY,12/7/1952,12/13/1952,23
KENTUCKY,12/14/1952,12/20/1952,4
KENTUCKY,12/21/1952,12/27/1952,11
KENTUCKY,1/4/1953,1/10/1953,19
KENTUCKY,1/11/1953,1/17/1953,27
KENTUCKY,1/18/1953,1/24/1953,14
KENTUCKY,1/25/1953,1/31/1953,37
KENTUCKY,2/1/1953,2/7/1953,19
KENTUCKY,2/8/1953,2/14/1953,91
KENTUCKY,2/15/1953,2/21/1953,32
KENTUCKY,2/22/1953,2/28/1953,20
KENTUCKY,3/1/1953,3/7/1953,72
KENTUCKY,3/8/1953,3/14/1953,118
KENTUCKY,3/15/1953,3/21/1953,179
KENTUCKY,3/22/1953,3/28/1953,241
KENTUCKY,3/29/1953,4/4/1953,117
KENTUCKY,4/5/1953,4/11/1953,109
KENTUCKY,4/12/1953,4/18/1953,265
KENTUCKY,4/19/1953,4/25/1953,252
KENTUCKY,4/26/1953,5/2/1953,142
KENTUCKY,5/3/1953,5/9/1953,102
KENTUCKY,5/10/1953,5/16/1953,548
KENTUCKY,5/17/1953,5/23/1953,74
KENTUCKY,5/24/1953,5/30/1953,107
KENTUCKY,5/31/1953,6/6/1953,86
KENTUCKY,6/7/1953,6/13/1953,70
KENTUCKY,6/14/1953,6/20/1953,65
KENTUCKY,6/21/1953,6/27/1953,42
KENTUCKY,6/28/1953,7/4/1953,12
KENTUCKY,7/5/1953,7/11/1953,42
KENTUCKY,7/12/1953,7/18/1953,44
KENTUCKY,7/19/1953,7/25/1953,10
KENTUCKY,7/26/1953,8/1/1953,8
KENTUCKY,8/2/1953,8/8/1953,11
KENTUCKY,8/9/1953,8/15/1953,31
KENTUCKY,8/16/1953,8/22/1953,3
KENTUCKY,8/23/1953,8/29/1953,3
KENTUCKY,8/30/1953,9/5/1953,4
KENTUCKY,9/6/1953,9/12/1953,7
KENTUCKY,9/13/1953,9/19/1953,2
KENTUCKY,9/20/1953,9/26/1953,1
KENTUCKY,9/27/1953,10/3/1953,7
KENTUCKY,10/4/1953,10/10/1953,1
KENTUCKY,10/18/1953,10/24/1953,86
KENTUCKY,10/25/1953,10/31/1953,14
KENTUCKY,11/1/1953,11/7/1953,22
KENTUCKY,11/8/1953,11/14/1953,4
KENTUCKY,11/15/1953,11/21/1953,46
KENTUCKY,11/29/1953,12/5/1953,184
KENTUCKY,12/6/1953,12/12/1953,201
KENTUCKY,12/13/1953,12/19/1953,211
KENTUCKY,1/3/1954,1/9/1954,334
KENTUCKY,1/10/1954,1/16/1954,188
KENTUCKY,1/17/1954,1/23/1954,381
KENTUCKY,1/24/1954,1/30/1954,556
KENTUCKY,1/31/1954,2/6/1954,483
KENTUCKY,2/7/1954,2/13/1954,589
KENTUCKY,2/14/1954,2/20/1954,634
KENTUCKY,2/21/1954,2/27/1954,10402
KENTUCKY,2/28/1954,3/6/1954,1226
KENTUCKY,3/7/1954,3/13/1954,1592
KENTUCKY,3/14/1954,3/20/1954,1894
KENTUCKY,3/21/1954,3/27/1954,2699
KENTUCKY,3/28/1954,4/3/1954,1801
KENTUCKY,4/4/1954,4/10/1954,1520
KENTUCKY,4/11/1954,4/17/1954,1112
KENTUCKY,4/18/1954,4/24/1954,1078
KENTUCKY,4/25/1954,5/1/1954,750
KENTUCKY,5/2/1954,5/8/1954,653
KENTUCKY,5/9/1954,5/15/1954,411
KENTUCKY,5/16/1954,5/22/1954,172
KENTUCKY,5/23/1954,5/29/1954,221
KENTUCKY,5/30/1954,6/5/1954,129
KENTUCKY,6/6/1954,6/12/1954,223
KENTUCKY,6/13/1954,6/19/1954,122
KENTUCKY,6/20/1954,6/26/1954,132
KENTUCKY,6/27/1954,7/3/1954,26
KENTUCKY,7/4/1954,7/10/1954,58
KENTUCKY,7/11/1954,7/17/1954,28
KENTUCKY,7/18/1954,7/24/1954,9
KENTUCKY,7/25/1954,7/31/1954,14
KENTUCKY,8/1/1954,8/7/1954,12
KENTUCKY,8/8/1954,8/14/1954,9
KENTUCKY,8/15/1954,8/21/1954,6
KENTUCKY,8/22/1954,8/28/1954,21
KENTUCKY,8/29/1954,9/4/1954,1
KENTUCKY,9/12/1954,9/18/1954,53
KENTUCKY,9/19/1954,9/25/1954,2
KENTUCKY,9/26/1954,10/2/1954,24
KENTUCKY,10/3/1954,10/9/1954,2
KENTUCKY,10/10/1954,10/16/1954,15
KENTUCKY,10/17/1954,10/23/1954,13
KENTUCKY,10/24/1954,10/30/1954,15
KENTUCKY,10/31/1954,11/6/1954,4
KENTUCKY,11/7/1954,11/13/1954,12
KENTUCKY,11/14/1954,11/20/1954,47
KENTUCKY,11/21/1954,11/27/1954,3
KENTUCKY,11/28/1954,12/4/1954,26
KENTUCKY,12/5/1954,12/11/1954,24
KENTUCKY,12/12/1954,12/18/1954,10
KENTUCKY,12/19/1954,12/25/1954,25
KENTUCKY,12/26/1954,1/1/1955,13
KENTUCKY,1/2/1955,1/8/1955,15
KENTUCKY,1/9/1955,1/15/1955,54
KENTUCKY,1/16/1955,1/22/1955,34
KENTUCKY,1/23/1955,1/29/1955,15
KENTUCKY,1/30/1955,2/5/1955,114
KENTUCKY,2/20/1955,2/26/1955,55
KENTUCKY,2/27/1955,3/5/1955,70
KENTUCKY,3/6/1955,3/12/1955,101
KENTUCKY,3/13/1955,3/19/1955,162
KENTUCKY,3/20/1955,3/26/1955,82
KENTUCKY,3/27/1955,4/2/1955,45
KENTUCKY,4/3/1955,4/9/1955,65
KENTUCKY,4/10/1955,4/16/1955,61
KENTUCKY,4/17/1955,4/23/1955,125
KENTUCKY,4/24/1955,4/30/1955,92
KENTUCKY,5/1/1955,5/7/1955,57
KENTUCKY,5/8/1955,5/14/1955,41
KENTUCKY,5/15/1955,5/21/1955,43
KENTUCKY,5/22/1955,5/28/1955,36
KENTUCKY,5/29/1955,6/4/1955,29
KENTUCKY,6/5/1955,6/11/1955,57
KENTUCKY,6/12/1955,6/18/1955,26
KENTUCKY,6/19/1955,6/25/1955,14
KENTUCKY,6/26/1955,7/2/1955,25
KENTUCKY,7/3/1955,7/9/1955,12
KENTUCKY,7/10/1955,7/16/1955,25
KENTUCKY,7/17/1955,7/23/1955,10
KENTUCKY,7/24/1955,7/30/1955,8
KENTUCKY,7/31/1955,8/6/1955,15
KENTUCKY,8/7/1955,8/13/1955,7
KENTUCKY,8/14/1955,8/20/1955,6
KENTUCKY,9/4/1955,9/10/1955,5
KENTUCKY,9/11/1955,9/17/1955,2
KENTUCKY,9/18/1955,9/24/1955,3
KENTUCKY,9/25/1955,10/1/1955,6
KENTUCKY,10/2/1955,10/8/1955,6
KENTUCKY,10/9/1955,10/15/1955,10
KENTUCKY,10/16/1955,10/22/1955,29
KENTUCKY,10/23/1955,10/29/1955,51
KENTUCKY,10/30/1955,11/5/1955,7
KENTUCKY,11/6/1955,11/12/1955,14
KENTUCKY,11/13/1955,11/19/1955,239
KENTUCKY,11/20/1955,11/26/1955,18
KENTUCKY,11/27/1955,12/3/1955,34
KENTUCKY,12/18/1955,12/24/1955,86
KENTUCKY,12/25/1955,12/31/1955,85
KENTUCKY,1/1/1956,1/7/1956,73
KENTUCKY,1/8/1956,1/14/1956,161
KENTUCKY,1/15/1956,1/21/1956,155
KENTUCKY,1/22/1956,1/28/1956,204
KENTUCKY,1/29/1956,2/4/1956,275
KENTUCKY,2/5/1956,2/11/1956,254
KENTUCKY,2/12/1956,2/18/1956,348
KENTUCKY,2/19/1956,2/25/1956,355
KENTUCKY,2/26/1956,3/3/1956,345
KENTUCKY,3/4/1956,3/10/1956,684
KENTUCKY,3/11/1956,3/17/1956,585
KENTUCKY,3/18/1956,3/24/1956,412
KENTUCKY,3/25/1956,3/31/1956,571
KENTUCKY,4/1/1956,4/7/1956,748
KENTUCKY,4/8/1956,4/14/1956,745
KENTUCKY,4/15/1956,4/21/1956,1112
KENTUCKY,4/22/1956,4/28/1956,1073
KENTUCKY,4/29/1956,5/5/1956,1316
KENTUCKY,5/6/1956,5/12/1956,1095
KENTUCKY,5/13/1956,5/19/1956,1072
KENTUCKY,5/20/1956,5/26/1956,1301
KENTUCKY,5/27/1956,6/2/1956,562
KENTUCKY,6/3/1956,6/9/1956,551
KENTUCKY,6/10/1956,6/16/1956,451
KENTUCKY,6/17/1956,6/23/1956,365
KENTUCKY,6/24/1956,6/30/1956,346
KENTUCKY,7/1/1956,7/7/1956,176
KENTUCKY,7/8/1956,7/14/1956,118
KENTUCKY,7/15/1956,7/21/1956,138
KENTUCKY,7/22/1956,7/28/1956,116
KENTUCKY,7/29/1956,8/4/1956,25
KENTUCKY,8/5/1956,8/11/1956,48
KENTUCKY,8/12/1956,8/18/1956,22
KENTUCKY,8/19/1956,8/25/1956,31
KENTUCKY,8/26/1956,9/1/1956,63
KENTUCKY,9/2/1956,9/8/1956,45
KENTUCKY,9/9/1956,9/15/1956,50
KENTUCKY,9/16/1956,9/22/1956,35
KENTUCKY,9/23/1956,9/29/1956,59
KENTUCKY,9/30/1956,10/6/1956,42
KENTUCKY,10/7/1956,10/13/1956,62
KENTUCKY,10/14/1956,10/20/1956,221
KENTUCKY,10/21/1956,10/27/1956,97
KENTUCKY,10/28/1956,11/3/1956,125
KENTUCKY,11/4/1956,11/10/1956,60
KENTUCKY,11/18/1956,11/24/1956,129
KENTUCKY,11/25/1956,12/1/1956,151
KENTUCKY,12/2/1956,12/8/1956,234
KENTUCKY,12/9/1956,12/15/1956,245
KENTUCKY,12/23/1956,12/29/1956,236
KENTUCKY,12/30/1956,1/5/1957,451
KENTUCKY,1/6/1957,1/12/1957,823
KENTUCKY,1/13/1957,1/19/1957,545
KENTUCKY,1/20/1957,1/26/1957,580
KENTUCKY,1/27/1957,2/2/1957,960
KENTUCKY,2/3/1957,2/9/1957,813
KENTUCKY,2/10/1957,2/16/1957,821
KENTUCKY,2/17/1957,2/23/1957,735
KENTUCKY,2/24/1957,3/2/1957,678
KENTUCKY,3/3/1957,3/9/1957,878
KENTUCKY,3/10/1957,3/16/1957,340
KENTUCKY,3/17/1957,3/23/1957,801
KENTUCKY,3/24/1957,3/30/1957,955
KENTUCKY,3/31/1957,4/6/1957,676
KENTUCKY,4/7/1957,4/13/1957,680
KENTUCKY,4/14/1957,4/20/1957,1478
KENTUCKY,4/21/1957,4/27/1957,1009
KENTUCKY,5/12/1957,5/18/1957,522
KENTUCKY,5/19/1957,5/25/1957,388
KENTUCKY,5/26/1957,6/1/1957,139
KENTUCKY,6/2/1957,6/8/1957,234
KENTUCKY,6/9/1957,6/15/1957,208
KENTUCKY,6/16/1957,6/22/1957,274
KENTUCKY,6/23/1957,6/29/1957,119
KENTUCKY,6/30/1957,7/6/1957,71
KENTUCKY,7/7/1957,7/13/1957,75
KENTUCKY,7/14/1957,7/20/1957,28
KENTUCKY,7/21/1957,7/27/1957,46
KENTUCKY,7/28/1957,8/3/1957,34
KENTUCKY,8/4/1957,8/10/1957,9
KENTUCKY,8/11/1957,8/17/1957,10
KENTUCKY,8/18/1957,8/24/1957,8
KENTUCKY,9/1/1957,9/7/1957,38
KENTUCKY,9/8/1957,9/14/1957,11
KENTUCKY,9/15/1957,9/21/1957,16
KENTUCKY,9/22/1957,9/28/1957,37
KENTUCKY,9/29/1957,10/5/1957,6
KENTUCKY,10/6/1957,10/12/1957,22
KENTUCKY,10/13/1957,10/19/1957,4
KENTUCKY,10/20/1957,10/26/1957,22
KENTUCKY,10/27/1957,11/2/1957,4
KENTUCKY,11/3/1957,11/9/1957,20
KENTUCKY,11/10/1957,11/16/1957,25
KENTUCKY,11/17/1957,11/23/1957,17
KENTUCKY,11/24/1957,11/30/1957,23
KENTUCKY,12/1/1957,12/7/1957,20
KENTUCKY,12/8/1957,12/14/1957,69
KENTUCKY,12/15/1957,12/21/1957,79
KENTUCKY,12/22/1957,12/28/1957,75
KENTUCKY,12/29/1957,1/4/1958,118
KENTUCKY,1/5/1958,1/11/1958,471
KENTUCKY,1/12/1958,1/18/1958,446
KENTUCKY,1/19/1958,1/25/1958,542
KENTUCKY,2/2/1958,2/8/1958,603
KENTUCKY,2/9/1958,2/15/1958,849
KENTUCKY,2/16/1958,2/22/1958,828
KENTUCKY,3/2/1958,3/8/1958,581
KENTUCKY,3/9/1958,3/15/1958,939
KENTUCKY,3/16/1958,3/22/1958,1222
KENTUCKY,3/23/1958,3/29/1958,1382
KENTUCKY,3/30/1958,4/5/1958,1194
KENTUCKY,4/6/1958,4/12/1958,836
KENTUCKY,4/13/1958,4/19/1958,968
KENTUCKY,4/20/1958,4/26/1958,686
KENTUCKY,4/27/1958,5/3/1958,913
KENTUCKY,5/4/1958,5/10/1958,729
KENTUCKY,5/11/1958,5/17/1958,823
KENTUCKY,5/18/1958,5/24/1958,919
KENTUCKY,5/25/1958,5/31/1958,507
KENTUCKY,6/1/1958,6/7/1958,259
KENTUCKY,6/8/1958,6/14/1958,413
KENTUCKY,6/22/1958,6/28/1958,279
KENTUCKY,6/29/1958,7/5/1958,133
KENTUCKY,7/6/1958,7/12/1958,87
KENTUCKY,7/13/1958,7/19/1958,183
KENTUCKY,7/20/1958,7/26/1958,82
KENTUCKY,7/27/1958,8/2/1958,50
KENTUCKY,8/3/1958,8/9/1958,51
KENTUCKY,8/10/1958,8/16/1958,93
KENTUCKY,8/17/1958,8/23/1958,56
KENTUCKY,8/24/1958,8/30/1958,90
KENTUCKY,8/31/1958,9/6/1958,5
KENTUCKY,9/7/1958,9/13/1958,40
KENTUCKY,9/14/1958,9/20/1958,21
KENTUCKY,9/21/1958,9/27/1958,18
KENTUCKY,9/28/1958,10/4/1958,27
KENTUCKY,10/5/1958,10/11/1958,39
KENTUCKY,10/12/1958,10/18/1958,40
KENTUCKY,10/19/1958,10/25/1958,50
KENTUCKY,10/26/1958,11/1/1958,87
KENTUCKY,11/2/1958,11/8/1958,15
KENTUCKY,11/16/1958,11/22/1958,71
KENTUCKY,11/23/1958,11/29/1958,11
KENTUCKY,11/30/1958,12/6/1958,182
KENTUCKY,12/7/1958,12/13/1958,150
KENTUCKY,12/14/1958,12/20/1958,201
KENTUCKY,12/21/1958,12/27/1958,59
KENTUCKY,1/4/1959,1/10/1959,253
KENTUCKY,1/11/1959,1/17/1959,157
KENTUCKY,1/18/1959,1/24/1959,206
KENTUCKY,1/25/1959,1/31/1959,145
KENTUCKY,2/1/1959,2/7/1959,155
KENTUCKY,2/8/1959,2/14/1959,284
KENTUCKY,2/15/1959,2/21/1959,116
KENTUCKY,2/22/1959,2/28/1959,402
KENTUCKY,3/1/1959,3/7/1959,260
KENTUCKY,3/8/1959,3/14/1959,293
KENTUCKY,3/15/1959,3/21/1959,214
KENTUCKY,3/22/1959,3/28/1959,394
KENTUCKY,3/29/1959,4/4/1959,41
KENTUCKY,4/5/1959,4/11/1959,106
KENTUCKY,4/12/1959,4/18/1959,255
KENTUCKY,4/26/1959,5/2/1959,156
KENTUCKY,5/3/1959,5/9/1959,174
KENTUCKY,5/10/1959,5/16/1959,186
KENTUCKY,5/17/1959,5/23/1959,394
KENTUCKY,5/24/1959,5/30/1959,208
KENTUCKY,5/31/1959,6/6/1959,86
KENTUCKY,6/7/1959,6/13/1959,311
KENTUCKY,6/14/1959,6/20/1959,175
KENTUCKY,6/21/1959,6/27/1959,127
KENTUCKY,6/28/1959,7/4/1959,95
KENTUCKY,7/5/1959,7/11/1959,66
KENTUCKY,7/12/1959,7/18/1959,47
KENTUCKY,7/19/1959,7/25/1959,40
KENTUCKY,7/26/1959,8/1/1959,24
KENTUCKY,8/2/1959,8/8/1959,44
KENTUCKY,8/16/1959,8/22/1959,10
KENTUCKY,8/23/1959,8/29/1959,15
KENTUCKY,9/6/1959,9/12/1959,8
KENTUCKY,9/13/1959,9/19/1959,14
KENTUCKY,9/20/1959,9/26/1959,4
KENTUCKY,9/27/1959,10/3/1959,16
KENTUCKY,10/4/1959,10/10/1959,8
KENTUCKY,10/11/1959,10/17/1959,34
KENTUCKY,10/18/1959,10/24/1959,12
KENTUCKY,10/25/1959,10/31/1959,27
KENTUCKY,11/1/1959,11/7/1959,13
KENTUCKY,11/8/1959,11/14/1959,83
KENTUCKY,11/15/1959,11/21/1959,132
KENTUCKY,11/22/1959,11/28/1959,29
KENTUCKY,11/29/1959,12/5/1959,200
KENTUCKY,12/6/1959,12/12/1959,170
KENTUCKY,12/13/1959,12/19/1959,409
KENTUCKY,12/20/1959,12/26/1959,49
KENTUCKY,1/3/1960,1/9/1960,188
KENTUCKY,1/10/1960,1/16/1960,336
KENTUCKY,1/17/1960,1/23/1960,429
KENTUCKY,1/24/1960,1/30/1960,378
KENTUCKY,1/31/1960,2/6/1960,479
KENTUCKY,2/7/1960,2/13/1960,333
KENTUCKY,2/14/1960,2/20/1960,280
KENTUCKY,2/21/1960,2/27/1960,325
KENTUCKY,2/28/1960,3/5/1960,219
KENTUCKY,3/6/1960,3/12/1960,377
KENTUCKY,3/13/1960,3/19/1960,593
KENTUCKY,3/20/1960,3/26/1960,335
KENTUCKY,3/27/1960,4/2/1960,460
KENTUCKY,4/3/1960,4/9/1960,383
KENTUCKY,4/10/1960,4/16/1960,569
KENTUCKY,4/17/1960,4/23/1960,520
KENTUCKY,4/24/1960,4/30/1960,406
KENTUCKY,5/1/1960,5/7/1960,435
KENTUCKY,5/8/1960,5/14/1960,377
KENTUCKY,5/22/1960,5/28/1960,237
KENTUCKY,5/29/1960,6/4/1960,313
KENTUCKY,6/5/1960,6/11/1960,300
KENTUCKY,6/12/1960,6/18/1960,292
KENTUCKY,6/19/1960,6/25/1960,136
KENTUCKY,6/26/1960,7/2/1960,91
KENTUCKY,7/3/1960,7/9/1960,108
KENTUCKY,7/10/1960,7/16/1960,76
KENTUCKY,7/17/1960,7/23/1960,33
KENTUCKY,7/24/1960,7/30/1960,27
KENTUCKY,7/31/1960,8/6/1960,42
KENTUCKY,8/7/1960,8/13/1960,32
KENTUCKY,8/14/1960,8/20/1960,25
KENTUCKY,8/21/1960,8/27/1960,5
KENTUCKY,8/28/1960,9/3/1960,9
KENTUCKY,9/4/1960,9/10/1960,1
KENTUCKY,9/11/1960,9/17/1960,12
KENTUCKY,9/18/1960,9/24/1960,2
KENTUCKY,9/25/1960,10/1/1960,73
KENTUCKY,10/2/1960,10/8/1960,47
KENTUCKY,10/9/1960,10/15/1960,14
KENTUCKY,10/16/1960,10/22/1960,35
KENTUCKY,10/23/1960,10/29/1960,24
KENTUCKY,11/6/1960,11/12/1960,68
KENTUCKY,11/13/1960,11/19/1960,62
KENTUCKY,11/27/1960,12/3/1960,170
KENTUCKY,12/4/1960,12/10/1960,326
KENTUCKY,12/11/1960,12/17/1960,255
KENTUCKY,12/18/1960,12/24/1960,293
KENTUCKY,12/25/1960,12/31/1960,204
KENTUCKY,1/1/1961,1/7/1961,505
KENTUCKY,1/8/1961,1/14/1961,529
KENTUCKY,1/15/1961,1/21/1961,246
KENTUCKY,1/22/1961,1/28/1961,354
KENTUCKY,1/29/1961,2/4/1961,618
KENTUCKY,2/5/1961,2/11/1961,361
KENTUCKY,2/12/1961,2/18/1961,976
KENTUCKY,2/19/1961,2/25/1961,682
KENTUCKY,2/26/1961,3/4/1961,877
KENTUCKY,3/5/1961,3/11/1961,621
KENTUCKY,3/12/1961,3/18/1961,364
KENTUCKY,3/19/1961,3/25/1961,304
KENTUCKY,3/26/1961,4/1/1961,554
KENTUCKY,4/2/1961,4/8/1961,206
KENTUCKY,4/16/1961,4/22/1961,434
KENTUCKY,4/23/1961,4/29/1961,430
KENTUCKY,4/30/1961,5/6/1961,544
KENTUCKY,5/7/1961,5/13/1961,361
KENTUCKY,5/14/1961,5/20/1961,298
KENTUCKY,5/21/1961,5/27/1961,248
KENTUCKY,5/28/1961,6/3/1961,270
KENTUCKY,6/4/1961,6/10/1961,129
KENTUCKY,6/11/1961,6/17/1961,252
KENTUCKY,6/18/1961,6/24/1961,110
KENTUCKY,6/25/1961,7/1/1961,46
KENTUCKY,7/2/1961,7/8/1961,34
KENTUCKY,7/9/1961,7/15/1961,46
KENTUCKY,7/16/1961,7/22/1961,32
KENTUCKY,7/23/1961,7/29/1961,27
KENTUCKY,7/30/1961,8/5/1961,196
KENTUCKY,8/6/1961,8/12/1961,30
KENTUCKY,8/13/1961,8/19/1961,6
KENTUCKY,8/20/1961,8/26/1961,10
KENTUCKY,8/27/1961,9/2/1961,4
KENTUCKY,9/3/1961,9/9/1961,7
KENTUCKY,9/10/1961,9/16/1961,8
KENTUCKY,9/17/1961,9/23/1961,2
KENTUCKY,9/24/1961,9/30/1961,5
KENTUCKY,10/1/1961,10/7/1961,2
KENTUCKY,10/8/1961,10/14/1961,7
KENTUCKY,10/15/1961,10/21/1961,36
KENTUCKY,10/22/1961,10/28/1961,16
KENTUCKY,10/29/1961,11/4/1961,9
KENTUCKY,11/5/1961,11/11/1961,15
KENTUCKY,11/12/1961,11/18/1961,31
KENTUCKY,11/19/1961,11/25/1961,35
KENTUCKY,11/26/1961,12/2/1961,22
KENTUCKY,12/3/1961,12/9/1961,45
KENTUCKY,12/10/1961,12/16/1961,160
KENTUCKY,12/24/1961,12/30/1961,155
KENTUCKY,12/31/1961,1/6/1962,183
KENTUCKY,1/7/1962,1/13/1962,105
KENTUCKY,1/14/1962,1/20/1962,102
KENTUCKY,1/21/1962,1/27/1962,104
KENTUCKY,1/28/1962,2/3/1962,90
KENTUCKY,2/4/1962,2/10/1962,163
KENTUCKY,2/11/1962,2/17/1962,213
KENTUCKY,2/18/1962,2/24/1962,104
KENTUCKY,2/25/1962,3/3/1962,166
KENTUCKY,3/4/1962,3/10/1962,390
KENTUCKY,3/11/1962,3/17/1962,529
KENTUCKY,3/18/1962,3/24/1962,420
KENTUCKY,3/25/1962,3/31/1962,322
KENTUCKY,4/1/1962,4/7/1962,136
KENTUCKY,4/8/1962,4/14/1962,52
KENTUCKY,4/15/1962,4/21/1962,289
KENTUCKY,4/22/1962,4/28/1962,392
KENTUCKY,4/29/1962,5/5/1962,250
KENTUCKY,5/6/1962,5/12/1962,285
KENTUCKY,5/13/1962,5/19/1962,133
KENTUCKY,5/20/1962,5/26/1962,563
KENTUCKY,5/27/1962,6/2/1962,206
KENTUCKY,6/3/1962,6/9/1962,192
KENTUCKY,6/10/1962,6/16/1962,131
KENTUCKY,6/17/1962,6/23/1962,135
KENTUCKY,6/24/1962,6/30/1962,44
KENTUCKY,7/1/1962,7/7/1962,80
KENTUCKY,7/8/1962,7/14/1962,35
KENTUCKY,7/15/1962,7/21/1962,26
KENTUCKY,7/22/1962,7/28/1962,10
KENTUCKY,7/29/1962,8/4/1962,21
KENTUCKY,8/5/1962,8/11/1962,8
KENTUCKY,8/12/1962,8/18/1962,1
KENTUCKY,8/19/1962,8/25/1962,66
KENTUCKY,8/26/1962,9/1/1962,3
KENTUCKY,9/2/1962,9/8/1962,9
KENTUCKY,9/9/1962,9/15/1962,5
KENTUCKY,9/16/1962,9/22/1962,4
KENTUCKY,9/23/1962,9/29/1962,9
KENTUCKY,9/30/1962,10/6/1962,15
KENTUCKY,10/7/1962,10/13/1962,29
KENTUCKY,10/14/1962,10/20/1962,1
KENTUCKY,10/21/1962,10/27/1962,37
KENTUCKY,10/28/1962,11/3/1962,7
KENTUCKY,11/4/1962,11/10/1962,13
KENTUCKY,11/11/1962,11/17/1962,7
KENTUCKY,11/18/1962,11/24/1962,28
KENTUCKY,11/25/1962,12/1/1962,42
KENTUCKY,12/2/1962,12/8/1962,13
KENTUCKY,12/9/1962,12/15/1962,30
KENTUCKY,12/16/1962,12/22/1962,3
KENTUCKY,12/23/1962,12/29/1962,28
KENTUCKY,12/30/1962,1/5/1963,123
KENTUCKY,1/13/1963,1/19/1963,101
KENTUCKY,1/20/1963,1/26/1963,126
KENTUCKY,1/27/1963,2/2/1963,361
KENTUCKY,2/3/1963,2/9/1963,447
KENTUCKY,2/10/1963,2/16/1963,264
KENTUCKY,2/17/1963,2/23/1963,172
KENTUCKY,3/3/1963,3/9/1963,260
KENTUCKY,3/10/1963,3/16/1963,133
KENTUCKY,3/24/1963,3/30/1963,372
KENTUCKY,3/31/1963,4/6/1963,322
KENTUCKY,4/7/1963,4/13/1963,382
KENTUCKY,4/14/1963,4/20/1963,334
KENTUCKY,4/21/1963,4/27/1963,491
KENTUCKY,5/5/1963,5/11/1963,551
KENTUCKY,5/12/1963,5/18/1963,323
KENTUCKY,5/19/1963,5/25/1963,501
KENTUCKY,5/26/1963,6/1/1963,166
KENTUCKY,6/2/1963,6/8/1963,565
KENTUCKY,6/9/1963,6/15/1963,391
KENTUCKY,6/16/1963,6/22/1963,181
KENTUCKY,6/23/1963,6/29/1963,218
KENTUCKY,6/30/1963,7/6/1963,123
KENTUCKY,7/7/1963,7/13/1963,48
KENTUCKY,7/14/1963,7/20/1963,168
KENTUCKY,7/21/1963,7/27/1963,35
KENTUCKY,7/28/1963,8/3/1963,58
KENTUCKY,8/4/1963,8/10/1963,28
KENTUCKY,8/11/1963,8/17/1963,50
KENTUCKY,8/18/1963,8/24/1963,22
KENTUCKY,8/25/1963,8/31/1963,2
KENTUCKY,9/1/1963,9/7/1963,21
KENTUCKY,9/8/1963,9/14/1963,54
KENTUCKY,9/15/1963,9/21/1963,11
KENTUCKY,9/22/1963,9/28/1963,4
KENTUCKY,9/29/1963,10/5/1963,16
KENTUCKY,10/6/1963,10/12/1963,27
KENTUCKY,10/13/1963,10/19/1963,16
KENTUCKY,10/20/1963,10/26/1963,26
KENTUCKY,10/27/1963,11/2/1963,33
KENTUCKY,11/3/1963,11/9/1963,86
KENTUCKY,11/10/1963,11/16/1963,185
KENTUCKY,11/17/1963,11/23/1963,216
KENTUCKY,11/24/1963,11/30/1963,127
KENTUCKY,12/1/1963,12/7/1963,242
KENTUCKY,12/8/1963,12/14/1963,298
KENTUCKY,12/15/1963,12/21/1963,94
KENTUCKY,12/22/1963,12/28/1963,45
KENTUCKY,12/29/1963,1/4/1964,361
KENTUCKY,1/12/1964,1/18/1964,565
KENTUCKY,1/17/1964,1/23/1964,431
KENTUCKY,1/26/1964,2/1/1964,286
KENTUCKY,2/2/1964,2/8/1964,805
KENTUCKY,2/9/1964,2/15/1964,705
KENTUCKY,2/16/1964,2/22/1964,624
KENTUCKY,2/23/1964,2/29/1964,649
KENTUCKY,3/1/1964,3/7/1964,544
KENTUCKY,3/8/1964,3/14/1964,763
KENTUCKY,3/15/1964,3/21/1964,532
