Admin1Name,PeriodStartDate,PeriodEndDate,CountValue
MISSOURI,5/29/1949,6/4/1949,91
MISSOURI,6/5/1949,6/11/1949,48
MISSOURI,6/12/1949,6/18/1949,52
MISSOURI,6/19/1949,6/25/1949,25
MISSOURI,6/26/1949,7/2/1949,26
MISSOURI,7/3/1949,7/9/1949,4
MISSOURI,7/10/1949,7/16/1949,10
MISSOURI,7/17/1949,7/23/1949,5
MISSOURI,7/24/1949,7/30/1949,6
MISSOURI,7/31/1949,8/6/1949,1
MISSOURI,8/14/1949,8/20/1949,2
MISSOURI,8/28/1949,9/3/1949,1
MISSOURI,9/4/1949,9/10/1949,1
MISSOURI,9/18/1949,9/24/1949,3
MISSOURI,9/25/1949,10/1/1949,3
MISSOURI,10/2/1949,10/8/1949,1
MISSOURI,10/9/1949,10/15/1949,1
MISSOURI,10/16/1949,10/22/1949,2
MISSOURI,10/23/1949,10/29/1949,1
MISSOURI,10/30/1949,11/5/1949,3
MISSOURI,11/6/1949,11/12/1949,3
MISSOURI,11/13/1949,11/19/1949,3
MISSOURI,11/20/1949,11/26/1949,5
MISSOURI,11/27/1949,12/3/1949,4
MISSOURI,12/4/1949,12/10/1949,5
MISSOURI,12/11/1949,12/17/1949,5
MISSOURI,1/1/1950,1/7/1950,7
MISSOURI,1/8/1950,1/14/1950,4
MISSOURI,1/15/1950,1/21/1950,2
MISSOURI,1/22/1950,1/28/1950,11
MISSOURI,1/29/1950,2/4/1950,6
MISSOURI,2/5/1950,2/11/1950,18
MISSOURI,2/12/1950,2/18/1950,6
MISSOURI,2/19/1950,2/25/1950,11
MISSOURI,2/26/1950,3/4/1950,8
MISSOURI,3/5/1950,3/11/1950,8
MISSOURI,3/12/1950,3/18/1950,11
MISSOURI,3/19/1950,3/25/1950,50
MISSOURI,3/26/1950,4/1/1950,42
MISSOURI,4/2/1950,4/8/1950,29
MISSOURI,4/9/1950,4/15/1950,56
MISSOURI,4/16/1950,4/22/1950,32
MISSOURI,4/23/1950,4/29/1950,57
MISSOURI,4/30/1950,5/6/1950,72
MISSOURI,5/7/1950,5/13/1950,32
MISSOURI,5/14/1950,5/20/1950,98
MISSOURI,5/21/1950,5/27/1950,83
MISSOURI,5/28/1950,6/3/1950,78
MISSOURI,6/4/1950,6/10/1950,36
MISSOURI,6/11/1950,6/17/1950,95
MISSOURI,6/18/1950,6/24/1950,66
MISSOURI,6/25/1950,7/1/1950,50
MISSOURI,7/2/1950,7/8/1950,67
MISSOURI,7/9/1950,7/15/1950,33
MISSOURI,7/16/1950,7/22/1950,31
MISSOURI,7/23/1950,7/29/1950,60
MISSOURI,7/30/1950,8/5/1950,27
MISSOURI,8/6/1950,8/12/1950,20
MISSOURI,8/13/1950,8/19/1950,16
MISSOURI,8/20/1950,8/26/1950,10
MISSOURI,8/27/1950,9/2/1950,10
MISSOURI,9/3/1950,9/9/1950,2
MISSOURI,9/10/1950,9/16/1950,2
MISSOURI,9/17/1950,9/23/1950,6
MISSOURI,9/24/1950,9/30/1950,5
MISSOURI,10/1/1950,10/7/1950,8
MISSOURI,10/8/1950,10/14/1950,16
MISSOURI,10/15/1950,10/21/1950,7
MISSOURI,10/22/1950,10/28/1950,31
MISSOURI,10/29/1950,11/4/1950,92
MISSOURI,11/5/1950,11/11/1950,81
MISSOURI,11/12/1950,11/18/1950,68
MISSOURI,11/19/1950,11/25/1950,210
MISSOURI,11/26/1950,12/2/1950,97
MISSOURI,12/3/1950,12/9/1950,109
MISSOURI,12/10/1950,12/16/1950,142
MISSOURI,12/17/1950,12/23/1950,115
MISSOURI,12/24/1950,12/30/1950,140
MISSOURI,12/31/1950,1/6/1951,196
MISSOURI,1/7/1951,1/13/1951,187
MISSOURI,1/14/1951,1/20/1951,282
MISSOURI,1/21/1951,1/27/1951,295
MISSOURI,1/28/1951,2/3/1951,176
MISSOURI,2/4/1951,2/10/1951,319
MISSOURI,2/11/1951,2/17/1951,602
MISSOURI,2/18/1951,2/24/1951,418
MISSOURI,2/25/1951,3/3/1951,392
MISSOURI,3/4/1951,3/10/1951,413
MISSOURI,3/11/1951,3/17/1951,311
MISSOURI,3/18/1951,3/24/1951,340
MISSOURI,3/25/1951,3/31/1951,352
MISSOURI,4/1/1951,4/7/1951,200
MISSOURI,4/8/1951,4/14/1951,236
MISSOURI,4/15/1951,4/21/1951,309
MISSOURI,4/22/1951,4/28/1951,206
MISSOURI,4/29/1951,5/5/1951,215
MISSOURI,5/6/1951,5/12/1951,221
MISSOURI,5/13/1951,5/19/1951,368
MISSOURI,5/20/1951,5/26/1951,229
MISSOURI,5/27/1951,6/2/1951,225
MISSOURI,6/3/1951,6/9/1951,155
MISSOURI,6/10/1951,6/16/1951,308
MISSOURI,6/17/1951,6/23/1951,182
MISSOURI,6/24/1951,6/30/1951,94
MISSOURI,7/1/1951,7/7/1951,101
MISSOURI,7/8/1951,7/14/1951,67
MISSOURI,7/22/1951,7/28/1951,37
MISSOURI,7/29/1951,8/4/1951,55
MISSOURI,8/5/1951,8/11/1951,13
MISSOURI,8/12/1951,8/18/1951,1
MISSOURI,8/19/1951,8/25/1951,8
MISSOURI,8/26/1951,9/1/1951,6
MISSOURI,9/2/1951,9/8/1951,3
MISSOURI,9/9/1951,9/15/1951,5
MISSOURI,9/16/1951,9/22/1951,8
MISSOURI,9/23/1951,9/29/1951,2
MISSOURI,10/7/1951,10/13/1951,3
MISSOURI,10/14/1951,10/20/1951,3
MISSOURI,10/21/1951,10/27/1951,2
MISSOURI,11/4/1951,11/10/1951,6
MISSOURI,11/11/1951,11/17/1951,6
MISSOURI,11/18/1951,11/24/1951,3
MISSOURI,11/25/1951,12/1/1951,6
MISSOURI,12/2/1951,12/8/1951,5
MISSOURI,12/30/1951,1/5/1952,11
MISSOURI,1/6/1952,1/12/1952,16
MISSOURI,1/13/1952,1/19/1952,13
MISSOURI,1/20/1952,1/26/1952,59
MISSOURI,1/27/1952,2/2/1952,11
MISSOURI,2/3/1952,2/9/1952,18
MISSOURI,2/10/1952,2/16/1952,34
MISSOURI,2/17/1952,2/23/1952,27
MISSOURI,3/2/1952,3/8/1952,59
MISSOURI,3/9/1952,3/15/1952,112
MISSOURI,3/16/1952,3/22/1952,123
MISSOURI,3/23/1952,3/29/1952,82
MISSOURI,3/30/1952,4/5/1952,187
MISSOURI,4/6/1952,4/12/1952,116
MISSOURI,4/13/1952,4/19/1952,60
MISSOURI,4/20/1952,4/26/1952,97
MISSOURI,5/4/1952,5/10/1952,39
MISSOURI,5/11/1952,5/17/1952,94
MISSOURI,5/18/1952,5/24/1952,85
MISSOURI,5/25/1952,5/31/1952,66
MISSOURI,6/8/1952,6/14/1952,32
MISSOURI,6/15/1952,6/21/1952,49
MISSOURI,6/22/1952,6/28/1952,61
MISSOURI,6/29/1952,7/5/1952,55
MISSOURI,7/6/1952,7/12/1952,67
MISSOURI,7/13/1952,7/19/1952,14
MISSOURI,7/20/1952,7/26/1952,9
MISSOURI,7/27/1952,8/2/1952,6
MISSOURI,8/3/1952,8/9/1952,8
MISSOURI,8/10/1952,8/16/1952,2
MISSOURI,8/17/1952,8/23/1952,5
MISSOURI,8/24/1952,8/30/1952,2
MISSOURI,8/31/1952,9/6/1952,1
MISSOURI,9/7/1952,9/13/1952,5
MISSOURI,9/14/1952,9/20/1952,3
MISSOURI,9/21/1952,9/27/1952,1
MISSOURI,9/28/1952,10/4/1952,5
MISSOURI,10/5/1952,10/11/1952,15
MISSOURI,10/12/1952,10/18/1952,7
MISSOURI,10/19/1952,10/25/1952,20
MISSOURI,10/26/1952,11/1/1952,11
MISSOURI,11/2/1952,11/8/1952,23
MISSOURI,11/9/1952,11/15/1952,31
MISSOURI,11/16/1952,11/22/1952,34
MISSOURI,11/23/1952,11/29/1952,46
MISSOURI,11/30/1952,12/6/1952,48
MISSOURI,12/7/1952,12/13/1952,97
MISSOURI,12/14/1952,12/20/1952,102
MISSOURI,12/21/1952,12/27/1952,95
MISSOURI,1/4/1953,1/10/1953,17
MISSOURI,1/11/1953,1/17/1953,166
MISSOURI,1/18/1953,1/24/1953,150
MISSOURI,1/25/1953,1/31/1953,193
MISSOURI,2/1/1953,2/7/1953,200
MISSOURI,2/8/1953,2/14/1953,516
MISSOURI,2/15/1953,2/21/1953,173
MISSOURI,2/22/1953,2/28/1953,201
MISSOURI,3/1/1953,3/7/1953,239
MISSOURI,3/8/1953,3/14/1953,267
MISSOURI,3/15/1953,3/21/1953,118
MISSOURI,3/22/1953,3/28/1953,390
MISSOURI,3/29/1953,4/4/1953,428
MISSOURI,4/5/1953,4/11/1953,1008
MISSOURI,4/12/1953,4/18/1953,934
MISSOURI,4/19/1953,4/25/1953,526
MISSOURI,4/26/1953,5/2/1953,506
MISSOURI,5/3/1953,5/9/1953,261
MISSOURI,5/10/1953,5/16/1953,766
MISSOURI,5/17/1953,5/23/1953,459
MISSOURI,5/24/1953,5/30/1953,198
MISSOURI,5/31/1953,6/6/1953,224
MISSOURI,6/7/1953,6/13/1953,411
MISSOURI,6/14/1953,6/20/1953,226
MISSOURI,6/21/1953,6/27/1953,100
MISSOURI,6/28/1953,7/4/1953,30
MISSOURI,7/5/1953,7/11/1953,15
MISSOURI,7/12/1953,7/18/1953,106
MISSOURI,7/19/1953,7/25/1953,9
MISSOURI,7/26/1953,8/1/1953,5
MISSOURI,8/9/1953,8/15/1953,1
MISSOURI,8/16/1953,8/22/1953,3
MISSOURI,8/30/1953,9/5/1953,4
MISSOURI,9/6/1953,9/12/1953,2
MISSOURI,9/13/1953,9/19/1953,6
MISSOURI,9/20/1953,9/26/1953,4
MISSOURI,10/11/1953,10/17/1953,2
MISSOURI,10/18/1953,10/24/1953,1
MISSOURI,10/25/1953,10/31/1953,1
MISSOURI,11/1/1953,11/7/1953,2
MISSOURI,11/8/1953,11/14/1953,1
MISSOURI,11/15/1953,11/21/1953,2
MISSOURI,11/29/1953,12/5/1953,2
MISSOURI,12/6/1953,12/12/1953,5
MISSOURI,12/13/1953,12/19/1953,3
MISSOURI,1/3/1954,1/9/1954,2
MISSOURI,1/10/1954,1/16/1954,20
MISSOURI,1/17/1954,1/23/1954,23
MISSOURI,1/24/1954,1/30/1954,35
MISSOURI,1/31/1954,2/6/1954,22
MISSOURI,2/7/1954,2/13/1954,56
MISSOURI,2/14/1954,2/20/1954,12
MISSOURI,2/21/1954,2/27/1954,87
MISSOURI,2/28/1954,3/6/1954,40
MISSOURI,3/7/1954,3/13/1954,30
MISSOURI,3/14/1954,3/20/1954,56
MISSOURI,3/21/1954,3/27/1954,45
MISSOURI,3/28/1954,4/3/1954,59
MISSOURI,4/4/1954,4/10/1954,61
MISSOURI,4/18/1954,4/24/1954,57
MISSOURI,4/25/1954,5/1/1954,75
MISSOURI,5/2/1954,5/8/1954,85
MISSOURI,5/9/1954,5/15/1954,55
MISSOURI,5/16/1954,5/22/1954,57
MISSOURI,5/23/1954,5/29/1954,87
MISSOURI,5/30/1954,6/5/1954,67
MISSOURI,6/6/1954,6/12/1954,64
MISSOURI,6/13/1954,6/19/1954,55
MISSOURI,6/20/1954,6/26/1954,60
MISSOURI,6/27/1954,7/3/1954,45
MISSOURI,7/4/1954,7/10/1954,29
MISSOURI,7/11/1954,7/17/1954,16
MISSOURI,7/18/1954,7/24/1954,5
MISSOURI,7/25/1954,7/31/1954,5
MISSOURI,8/1/1954,8/7/1954,34
MISSOURI,8/8/1954,8/14/1954,2
MISSOURI,8/15/1954,8/21/1954,5
MISSOURI,8/22/1954,8/28/1954,3
MISSOURI,8/29/1954,9/4/1954,1
MISSOURI,9/5/1954,9/11/1954,5
MISSOURI,9/12/1954,9/18/1954,1
MISSOURI,9/26/1954,10/2/1954,29
MISSOURI,10/3/1954,10/9/1954,4
MISSOURI,10/10/1954,10/16/1954,2
MISSOURI,10/17/1954,10/23/1954,2
MISSOURI,10/24/1954,10/30/1954,3
MISSOURI,10/31/1954,11/6/1954,4
MISSOURI,11/7/1954,11/13/1954,5
MISSOURI,11/21/1954,11/27/1954,12
MISSOURI,11/28/1954,12/4/1954,12
MISSOURI,12/5/1954,12/11/1954,10
MISSOURI,12/12/1954,12/18/1954,25
MISSOURI,12/19/1954,12/25/1954,32
MISSOURI,12/26/1954,1/1/1955,40
MISSOURI,1/2/1955,1/8/1955,48
MISSOURI,1/9/1955,1/15/1955,102
MISSOURI,1/16/1955,1/22/1955,25
MISSOURI,1/23/1955,1/29/1955,64
MISSOURI,1/30/1955,2/5/1955,117
MISSOURI,2/20/1955,2/26/1955,195
MISSOURI,2/27/1955,3/5/1955,246
MISSOURI,3/6/1955,3/12/1955,254
MISSOURI,3/13/1955,3/19/1955,100
MISSOURI,3/20/1955,3/26/1955,94
MISSOURI,3/27/1955,4/2/1955,316
MISSOURI,4/3/1955,4/9/1955,392
MISSOURI,4/10/1955,4/16/1955,156
MISSOURI,4/17/1955,4/23/1955,156
MISSOURI,4/24/1955,4/30/1955,402
MISSOURI,5/1/1955,5/7/1955,120
MISSOURI,5/8/1955,5/14/1955,211
MISSOURI,5/15/1955,5/21/1955,124
MISSOURI,5/22/1955,5/28/1955,156
MISSOURI,5/29/1955,6/4/1955,187
MISSOURI,6/5/1955,6/11/1955,90
MISSOURI,6/12/1955,6/18/1955,59
MISSOURI,6/19/1955,6/25/1955,34
MISSOURI,6/26/1955,7/2/1955,96
MISSOURI,7/3/1955,7/9/1955,15
MISSOURI,7/10/1955,7/16/1955,30
MISSOURI,7/17/1955,7/23/1955,15
MISSOURI,7/24/1955,7/30/1955,10
MISSOURI,7/31/1955,8/6/1955,7
MISSOURI,8/7/1955,8/13/1955,6
MISSOURI,8/14/1955,8/20/1955,7
MISSOURI,9/4/1955,9/10/1955,2
MISSOURI,9/11/1955,9/17/1955,1
MISSOURI,9/25/1955,10/1/1955,1
MISSOURI,10/2/1955,10/8/1955,6
MISSOURI,10/9/1955,10/15/1955,2
MISSOURI,10/16/1955,10/22/1955,3
MISSOURI,10/23/1955,10/29/1955,1
MISSOURI,10/30/1955,11/5/1955,3
MISSOURI,11/6/1955,11/12/1955,6
MISSOURI,11/13/1955,11/19/1955,2
MISSOURI,11/27/1955,12/3/1955,9
MISSOURI,12/18/1955,12/24/1955,10
MISSOURI,12/25/1955,12/31/1955,11
MISSOURI,1/1/1956,1/7/1956,33
MISSOURI,1/8/1956,1/14/1956,57
MISSOURI,1/15/1956,1/21/1956,54
MISSOURI,1/22/1956,1/28/1956,50
MISSOURI,1/29/1956,2/4/1956,105
MISSOURI,2/5/1956,2/11/1956,102
MISSOURI,2/12/1956,2/18/1956,174
MISSOURI,2/19/1956,2/25/1956,115
MISSOURI,2/26/1956,3/3/1956,99
MISSOURI,3/4/1956,3/10/1956,296
MISSOURI,3/11/1956,3/17/1956,238
MISSOURI,3/18/1956,3/24/1956,254
MISSOURI,3/25/1956,3/31/1956,338
MISSOURI,4/1/1956,4/7/1956,204
MISSOURI,4/8/1956,4/14/1956,145
MISSOURI,4/15/1956,4/21/1956,467
MISSOURI,4/22/1956,4/28/1956,360
MISSOURI,4/29/1956,5/5/1956,376
MISSOURI,5/6/1956,5/12/1956,355
MISSOURI,5/13/1956,5/19/1956,256
MISSOURI,5/20/1956,5/26/1956,161
MISSOURI,5/27/1956,6/2/1956,118
MISSOURI,6/3/1956,6/9/1956,138
MISSOURI,6/10/1956,6/16/1956,210
MISSOURI,6/17/1956,6/23/1956,75
MISSOURI,6/24/1956,6/30/1956,36
MISSOURI,7/1/1956,7/7/1956,36
MISSOURI,7/8/1956,7/14/1956,17
MISSOURI,7/15/1956,7/21/1956,16
MISSOURI,7/22/1956,7/28/1956,20
MISSOURI,7/29/1956,8/4/1956,9
MISSOURI,8/5/1956,8/11/1956,18
MISSOURI,8/12/1956,8/18/1956,6
MISSOURI,8/19/1956,8/25/1956,7
MISSOURI,8/26/1956,9/1/1956,6
MISSOURI,9/2/1956,9/8/1956,1
MISSOURI,9/9/1956,9/15/1956,2
MISSOURI,9/16/1956,9/22/1956,4
MISSOURI,9/23/1956,9/29/1956,6
MISSOURI,9/30/1956,10/6/1956,1
MISSOURI,10/7/1956,10/13/1956,19
MISSOURI,10/14/1956,10/20/1956,5
MISSOURI,10/21/1956,10/27/1956,3
MISSOURI,10/28/1956,11/3/1956,7
MISSOURI,11/4/1956,11/10/1956,13
MISSOURI,11/11/1956,11/17/1956,16
MISSOURI,11/18/1956,11/24/1956,4
MISSOURI,11/25/1956,12/1/1956,9
MISSOURI,12/2/1956,12/8/1956,34
MISSOURI,12/9/1956,12/15/1956,16
MISSOURI,12/16/1956,12/22/1956,76
MISSOURI,12/23/1956,12/29/1956,33
MISSOURI,12/30/1956,1/5/1957,144
MISSOURI,1/6/1957,1/12/1957,60
MISSOURI,1/13/1957,1/19/1957,63
MISSOURI,1/20/1957,1/26/1957,133
MISSOURI,1/27/1957,2/2/1957,81
MISSOURI,2/3/1957,2/9/1957,108
MISSOURI,2/10/1957,2/16/1957,128
MISSOURI,2/17/1957,2/23/1957,109
MISSOURI,2/24/1957,3/2/1957,242
MISSOURI,3/3/1957,3/9/1957,143
MISSOURI,3/10/1957,3/16/1957,226
MISSOURI,3/17/1957,3/23/1957,326
MISSOURI,3/24/1957,3/30/1957,254
MISSOURI,3/31/1957,4/6/1957,189
MISSOURI,4/7/1957,4/13/1957,192
MISSOURI,4/14/1957,4/20/1957,137
MISSOURI,4/21/1957,4/27/1957,194
MISSOURI,5/12/1957,5/18/1957,617
MISSOURI,5/19/1957,5/25/1957,299
MISSOURI,5/26/1957,6/1/1957,112
MISSOURI,6/2/1957,6/8/1957,75
MISSOURI,6/9/1957,6/15/1957,67
MISSOURI,6/16/1957,6/22/1957,41
MISSOURI,6/23/1957,6/29/1957,26
MISSOURI,6/30/1957,7/6/1957,40
MISSOURI,7/7/1957,7/13/1957,8
MISSOURI,7/14/1957,7/20/1957,11
MISSOURI,7/21/1957,7/27/1957,50
MISSOURI,7/28/1957,8/3/1957,9
MISSOURI,8/4/1957,8/10/1957,14
MISSOURI,8/11/1957,8/17/1957,5
MISSOURI,8/25/1957,8/31/1957,1
MISSOURI,9/1/1957,9/7/1957,1
MISSOURI,9/15/1957,9/21/1957,15
MISSOURI,9/22/1957,9/28/1957,2
MISSOURI,9/29/1957,10/5/1957,3
MISSOURI,10/6/1957,10/12/1957,2
MISSOURI,10/20/1957,10/26/1957,1
MISSOURI,10/27/1957,11/2/1957,3
MISSOURI,11/3/1957,11/9/1957,8
MISSOURI,11/10/1957,11/16/1957,8
MISSOURI,11/17/1957,11/23/1957,2
MISSOURI,12/1/1957,12/7/1957,8
MISSOURI,12/8/1957,12/14/1957,5
MISSOURI,12/15/1957,12/21/1957,5
MISSOURI,12/22/1957,12/28/1957,1
MISSOURI,12/29/1957,1/4/1958,8
MISSOURI,1/5/1958,1/11/1958,1
MISSOURI,1/12/1958,1/18/1958,10
MISSOURI,1/19/1958,1/25/1958,14
MISSOURI,1/26/1958,2/1/1958,24
MISSOURI,2/2/1958,2/8/1958,74
MISSOURI,2/9/1958,2/15/1958,46
MISSOURI,2/16/1958,2/22/1958,21
MISSOURI,3/2/1958,3/8/1958,74
MISSOURI,3/9/1958,3/15/1958,95
MISSOURI,3/16/1958,3/22/1958,138
MISSOURI,3/23/1958,3/29/1958,83
MISSOURI,3/30/1958,4/5/1958,150
MISSOURI,4/6/1958,4/12/1958,231
MISSOURI,4/13/1958,4/19/1958,187
MISSOURI,4/20/1958,4/26/1958,157
MISSOURI,4/27/1958,5/3/1958,248
MISSOURI,5/4/1958,5/10/1958,214
MISSOURI,5/11/1958,5/17/1958,134
MISSOURI,5/18/1958,5/24/1958,313
MISSOURI,5/25/1958,5/31/1958,209
MISSOURI,6/1/1958,6/7/1958,146
MISSOURI,6/8/1958,6/14/1958,77
MISSOURI,6/15/1958,6/21/1958,106
MISSOURI,6/22/1958,6/28/1958,62
MISSOURI,6/29/1958,7/5/1958,50
MISSOURI,7/6/1958,7/12/1958,25
MISSOURI,7/13/1958,7/19/1958,106
MISSOURI,7/20/1958,7/26/1958,48
MISSOURI,7/27/1958,8/2/1958,24
MISSOURI,8/3/1958,8/9/1958,25
MISSOURI,8/10/1958,8/16/1958,19
MISSOURI,8/17/1958,8/23/1958,6
MISSOURI,8/31/1958,9/6/1958,9
MISSOURI,9/7/1958,9/13/1958,25
MISSOURI,9/14/1958,9/20/1958,24
MISSOURI,9/21/1958,9/27/1958,9
MISSOURI,9/28/1958,10/4/1958,17
MISSOURI,10/5/1958,10/11/1958,11
MISSOURI,10/12/1958,10/18/1958,7
MISSOURI,10/19/1958,10/25/1958,11
MISSOURI,10/26/1958,11/1/1958,43
MISSOURI,11/2/1958,11/8/1958,11
MISSOURI,11/9/1958,11/15/1958,15
MISSOURI,11/16/1958,11/22/1958,31
MISSOURI,11/23/1958,11/29/1958,18
MISSOURI,11/30/1958,12/6/1958,27
MISSOURI,12/7/1958,12/13/1958,24
MISSOURI,12/14/1958,12/20/1958,16
MISSOURI,12/21/1958,12/27/1958,27
MISSOURI,1/4/1959,1/10/1959,101
MISSOURI,1/11/1959,1/17/1959,171
MISSOURI,1/18/1959,1/24/1959,80
MISSOURI,1/25/1959,1/31/1959,99
MISSOURI,2/1/1959,2/7/1959,132
MISSOURI,2/8/1959,2/14/1959,99
MISSOURI,2/15/1959,2/21/1959,180
MISSOURI,2/22/1959,2/28/1959,151
MISSOURI,3/1/1959,3/7/1959,244
MISSOURI,3/8/1959,3/14/1959,352
MISSOURI,3/15/1959,3/21/1959,146
MISSOURI,3/22/1959,3/28/1959,340
MISSOURI,3/29/1959,4/4/1959,105
MISSOURI,4/5/1959,4/11/1959,269
MISSOURI,4/12/1959,4/18/1959,128
MISSOURI,4/26/1959,5/2/1959,189
MISSOURI,5/3/1959,5/9/1959,115
MISSOURI,5/10/1959,5/16/1959,105
MISSOURI,5/17/1959,5/23/1959,263
MISSOURI,5/24/1959,5/30/1959,52
MISSOURI,5/31/1959,6/6/1959,43
MISSOURI,6/7/1959,6/13/1959,73
MISSOURI,6/14/1959,6/20/1959,45
MISSOURI,6/21/1959,6/27/1959,50
MISSOURI,6/28/1959,7/4/1959,12
MISSOURI,7/5/1959,7/11/1959,14
MISSOURI,7/12/1959,7/18/1959,12
MISSOURI,7/19/1959,7/25/1959,2
MISSOURI,7/26/1959,8/1/1959,3
MISSOURI,8/2/1959,8/8/1959,2
MISSOURI,9/13/1959,9/19/1959,2
MISSOURI,9/27/1959,10/3/1959,1
MISSOURI,10/4/1959,10/10/1959,1
MISSOURI,10/11/1959,10/17/1959,2
MISSOURI,10/18/1959,10/24/1959,2
MISSOURI,11/1/1959,11/7/1959,2
MISSOURI,11/8/1959,11/14/1959,2
MISSOURI,11/22/1959,11/28/1959,2
MISSOURI,11/29/1959,12/5/1959,3
MISSOURI,12/6/1959,12/12/1959,8
MISSOURI,12/13/1959,12/19/1959,2
MISSOURI,12/20/1959,12/26/1959,1
MISSOURI,1/3/1960,1/9/1960,4
MISSOURI,1/10/1960,1/16/1960,2
MISSOURI,1/17/1960,1/23/1960,6
MISSOURI,1/24/1960,1/30/1960,4
MISSOURI,1/31/1960,2/6/1960,4
MISSOURI,2/7/1960,2/13/1960,6
MISSOURI,2/14/1960,2/20/1960,4
MISSOURI,2/21/1960,2/27/1960,3
MISSOURI,2/28/1960,3/5/1960,10
MISSOURI,3/6/1960,3/12/1960,14
MISSOURI,3/13/1960,3/19/1960,81
MISSOURI,3/20/1960,3/26/1960,18
MISSOURI,3/27/1960,4/2/1960,13
MISSOURI,4/3/1960,4/9/1960,15
MISSOURI,4/10/1960,4/16/1960,19
MISSOURI,4/17/1960,4/23/1960,5
MISSOURI,4/24/1960,4/30/1960,55
MISSOURI,5/1/1960,5/7/1960,30
MISSOURI,5/8/1960,5/14/1960,10
MISSOURI,5/15/1960,5/21/1960,11
MISSOURI,5/22/1960,5/28/1960,18
MISSOURI,5/29/1960,6/4/1960,36
MISSOURI,6/5/1960,6/11/1960,26
MISSOURI,6/12/1960,6/18/1960,36
MISSOURI,6/19/1960,6/25/1960,26
MISSOURI,6/26/1960,7/2/1960,26
MISSOURI,7/3/1960,7/9/1960,29
MISSOURI,7/10/1960,7/16/1960,7
MISSOURI,7/24/1960,7/30/1960,6
MISSOURI,7/31/1960,8/6/1960,12
MISSOURI,8/7/1960,8/13/1960,7
MISSOURI,8/14/1960,8/20/1960,5
MISSOURI,8/21/1960,8/27/1960,4
MISSOURI,9/11/1960,9/17/1960,1
MISSOURI,9/18/1960,9/24/1960,1
MISSOURI,9/25/1960,10/1/1960,1
MISSOURI,10/2/1960,10/8/1960,5
MISSOURI,10/9/1960,10/15/1960,3
MISSOURI,10/23/1960,10/29/1960,15
MISSOURI,10/30/1960,11/5/1960,3
MISSOURI,11/6/1960,11/12/1960,10
MISSOURI,11/13/1960,11/19/1960,8
MISSOURI,11/20/1960,11/26/1960,15
MISSOURI,11/27/1960,12/3/1960,9
MISSOURI,12/4/1960,12/10/1960,32
MISSOURI,12/18/1960,12/24/1960,42
MISSOURI,12/25/1960,12/31/1960,54
MISSOURI,1/1/1961,1/7/1961,93
MISSOURI,1/8/1961,1/14/1961,112
MISSOURI,1/15/1961,1/21/1961,189
MISSOURI,1/22/1961,1/28/1961,138
MISSOURI,1/29/1961,2/4/1961,118
MISSOURI,2/5/1961,2/11/1961,158
MISSOURI,2/12/1961,2/18/1961,255
MISSOURI,2/19/1961,2/25/1961,559
MISSOURI,2/26/1961,3/4/1961,342
MISSOURI,3/5/1961,3/11/1961,268
MISSOURI,3/12/1961,3/18/1961,229
MISSOURI,3/19/1961,3/25/1961,164
MISSOURI,3/26/1961,4/1/1961,173
MISSOURI,4/2/1961,4/8/1961,138
MISSOURI,4/16/1961,4/22/1961,132
MISSOURI,4/23/1961,4/29/1961,198
MISSOURI,4/30/1961,5/6/1961,153
MISSOURI,5/7/1961,5/13/1961,153
MISSOURI,5/14/1961,5/20/1961,221
MISSOURI,5/21/1961,5/27/1961,108
MISSOURI,5/28/1961,6/3/1961,106
MISSOURI,6/4/1961,6/10/1961,94
MISSOURI,6/11/1961,6/17/1961,53
MISSOURI,6/18/1961,6/24/1961,25
MISSOURI,6/25/1961,7/1/1961,28
MISSOURI,7/2/1961,7/8/1961,51
MISSOURI,7/9/1961,7/15/1961,16
MISSOURI,7/16/1961,7/22/1961,8
MISSOURI,7/23/1961,7/29/1961,61
MISSOURI,7/30/1961,8/5/1961,5
MISSOURI,8/6/1961,8/12/1961,48
MISSOURI,8/13/1961,8/19/1961,1
MISSOURI,8/27/1961,9/2/1961,6
MISSOURI,9/3/1961,9/9/1961,3
MISSOURI,9/10/1961,9/16/1961,1
MISSOURI,9/17/1961,9/23/1961,7
MISSOURI,10/1/1961,10/7/1961,4
MISSOURI,10/15/1961,10/21/1961,2
MISSOURI,10/22/1961,10/28/1961,3
MISSOURI,10/29/1961,11/4/1961,2
MISSOURI,11/5/1961,11/11/1961,2
MISSOURI,11/19/1961,11/25/1961,1
MISSOURI,12/3/1961,12/9/1961,4
MISSOURI,12/10/1961,12/16/1961,6
MISSOURI,12/17/1961,12/23/1961,1
MISSOURI,12/24/1961,12/30/1961,2
MISSOURI,12/31/1961,1/6/1962,1
MISSOURI,1/7/1962,1/13/1962,5
MISSOURI,1/14/1962,1/20/1962,12
MISSOURI,1/21/1962,1/27/1962,4
MISSOURI,1/28/1962,2/3/1962,12
MISSOURI,2/4/1962,2/10/1962,4
MISSOURI,2/11/1962,2/17/1962,21
MISSOURI,2/18/1962,2/24/1962,15
MISSOURI,2/25/1962,3/3/1962,26
MISSOURI,3/4/1962,3/10/1962,19
MISSOURI,3/11/1962,3/17/1962,129
MISSOURI,3/18/1962,3/24/1962,26
MISSOURI,3/25/1962,3/31/1962,98
